employee_id,name,department,position,salary,citizenship,date_of_hire,employment_status,performance_rating,education_level,project_involvement,benefits
951078,Ami Padillo,Customer Service,Maintenance Supervisor,"€26953,12",Stamp 1,11/8/2023,Temporary,4.6,Associate's,Bike Maintenance,Paid time off
818711,Lanette Caghy,Marketing,Social Media Specialist,"€64363,19",Stamp 4,7/30/2023,Full-Time,3.1,High School,Implemented regular maintenance schedule,Employee discounts
845172,Evey Gummory,Marketing,Maintenance Supervisor,"€33989,86",Stamp 1,8/3/2023,Contract,2.6,High School,Social media takeover,Health insurance
784120,Brook Longson,Marketing,Customer Service Manager,"€50988,12",Stamp 1,11/3/2023,Part-Time,2.8,High School,Social Media Campaigns,Flexible work hours
842008,Raynard Gurdon,Marketing,Social Media Specialist,"€46344,88",Irish,4/4/2024,Contract,2.8,Master's,Social media takeover,Flexible work hours
909082,Hallie Simao,Operations,Social Media Specialist,"€72340,01",Stamp 4,12/3/2023,Full-Time,3.5,Bachelor's,Customer Support,Employee discounts
799879,Esdras Northbridge,Marketing,Marketing Manager,"€37713,54",Stamp 4,11/23/2023,Contract,3.8,Master's,Bike Maintenance,Paid time off
753959,Mel Slateford,Customer Service,Maintenance Supervisor,"€66527,16",Stamp 1,1/20/2024,Full-Time,3.0,High School,Social media takeover,Health insurance
706242,Weber Chaplain,Customer Service,Social Media Specialist,"€62519,71",Irish,12/30/2023,Contract,3.1,High School,Social Media Campaigns,Employee stock options
882137,Dorian MacEllen,Operations,Operations Manager,"€40507,07",Stamp 1,6/8/2023,Contract,4.0,Master's,Implemented regular maintenance schedule,Gym membership
948488,Casie Bloxsum,Marketing,Bike Technician,"€65700,25",Irish,4/16/2024,Full-Time,3.5,Bachelor's,Implemented regular maintenance schedule,Employee stock options
741777,Rubin Palombi,Customer Service,Customer Service Manager,"€67113,31",Stamp 1,4/11/2024,Full-Time,2.9,Bachelor's,Customer Support,Paid time off
868800,Stephi Scare,Customer Service,Customer Service Manager,"€28202,36",Stamp 1,5/18/2023,Part-Time,4.5,Associate's,Bike Maintenance,Employee stock options
948789,Simonne Islip,Operations,Social Media Specialist,"€63702,68",Stamp 1,6/8/2023,Part-Time,4.2,Bachelor's,Customer Support,Gym membership
867035,Guglielma Witchalls,Customer Service,Customer Service Manager,"€36071,30",Irish,5/6/2024,Part-Time,3.6,Bachelor's,Social media takeover,Flexible work hours
709322,Truda Karchewski,Customer Service,Bike Technician,"€70696,49",Stamp 4,7/24/2023,Temporary,3.8,Bachelor's,Bike Maintenance,Health insurance
718861,Liane Glitherow,Customer Service,Marketing Manager,"€46685,96",Stamp 4,12/25/2023,Contract,3.5,Associate's,Social media takeover,Gym membership
782426,Garland Swate,Operations,Operations Manager,"€42460,78",Stamp 1,7/8/2023,Contract,2.1,Master's,Social Media Campaigns,Flexible work hours
985665,Claudie Le Maitre,Marketing,Customer Support Agent,"€42835,72",Stamp 1,4/11/2024,Temporary,3.8,Bachelor's,Bike Maintenance,Employee discounts
793349,Devin Wildor,Operations,Maintenance Supervisor,"€35507,93",Stamp 4,4/24/2024,Temporary,4.2,Associate's,Bike Maintenance,Gym membership
707375,Obadiah Baser,Customer Service,Social Media Specialist,"€56239,11",Stamp 4,8/16/2023,Full-Time,3.7,Bachelor's,Social media takeover,Flexible work hours
970561,Cal Scarfe,Customer Service,Marketing Manager,"€67006,51",Stamp 1,9/19/2023,Temporary,2.7,Associate's,Social media takeover,Paid time off
934067,Ally Paunton,Operations,Bike Technician,"€30358,47",Stamp 4,7/9/2023,Part-Time,2.2,Associate's,Social Media Campaigns,Health insurance
713244,Dore Vell,Marketing,Operations Manager,"€42930,80",Irish,4/19/2024,Temporary,3.6,Master's,Bike Maintenance,Health insurance
888945,Quentin Gilbane,Customer Service,Marketing Manager,"€66216,20",Stamp 1,12/23/2023,Contract,3.6,High School,Customer Support,Flexible work hours
942751,Saree Nollet,Customer Service,Social Media Specialist,"€24021,09",Stamp 1,12/18/2023,Temporary,4.4,High School,Bike Maintenance,Gym membership
763076,Erminie Viel,Marketing,Maintenance Supervisor,"€68838,57",Irish,12/30/2023,Full-Time,3.1,Associate's,Customer Support,Employee discounts
833701,Chancey Bowser,Customer Service,Customer Service Manager,"€57426,81",Stamp 1,8/15/2023,Contract,4.2,Bachelor's,Social media takeover,Flexible work hours
770958,Tyne Glover,Customer Service,Operations Manager,"€71093,61",Stamp 1,10/8/2023,Contract,3.7,High School,Marketing Campaigns,Paid time off
915479,Caleb Syseland,Operations,Social Media Specialist,"€33958,00",Irish,6/23/2023,Full-Time,3.9,Associate's,Marketing Campaigns,Gym membership
845264,Beryle Blackah,Marketing,Bike Technician,"€61609,11",Stamp 4,3/8/2024,Contract,2.6,Associate's,Social media takeover,Employee stock options
806986,Sayers Akred,Marketing,Marketing Manager,"€47111,29",Stamp 1,10/1/2023,Contract,3.7,Master's,Social media takeover,Employee discounts
776971,Gordan Rheam,Operations,Customer Support Agent,"€60347,18",Stamp 1,8/2/2023,Temporary,4.6,Associate's,Social Media Campaigns,Employee stock options
900448,Pearle Botwright,Marketing,Marketing Manager,"€56993,50",Irish,11/16/2023,Temporary,4.8,High School,Implemented regular maintenance schedule,Flexible work hours
787218,Duff Bew,Operations,Social Media Specialist,"€24099,14",Stamp 1,10/22/2023,Full-Time,2.7,Bachelor's,Customer Support,Gym membership
949590,Prue Fley,Customer Service,Operations Manager,"€59466,05",Stamp 4,5/29/2023,Temporary,4.6,Master's,Marketing Campaigns,Employee discounts
749912,Heinrick Huxton,Customer Service,Social Media Specialist,"€69361,63",Stamp 4,6/17/2023,Part-Time,3.8,High School,Implemented regular maintenance schedule,Health insurance
722766,Shanie Creech,Operations,Customer Support Agent,"€65921,82",Stamp 1,3/23/2024,Full-Time,4.5,High School,Bike Maintenance,Flexible work hours
947551,Kipp Leadbitter,Operations,Marketing Manager,"€63892,57",Irish,9/9/2023,Full-Time,4.1,Master's,Customer Support,Flexible work hours
811998,Nerita Behninck,Customer Service,Customer Service Manager,"€72464,02",Stamp 1,1/8/2024,Full-Time,4.4,Bachelor's,Social Media Campaigns,Employee discounts
905257,Rab Drillingcourt,Marketing,Social Media Specialist,"€49109,84",Irish,8/13/2023,Temporary,4.2,Bachelor's,Customer Support,Gym membership
725346,Shannon Bruniges,Marketing,Operations Manager,"€40580,46",Irish,3/11/2024,Part-Time,2.1,Associate's,Marketing Campaigns,Paid time off
807952,Perkin Croall,Marketing,Operations Manager,"€47364,83",Stamp 1,11/18/2023,Part-Time,3.2,Associate's,Social Media Campaigns,Employee stock options
976255,Clementine Horick,Marketing,Customer Service Manager,"€33568,66",Stamp 1,7/20/2023,Contract,3.0,Bachelor's,Social Media Campaigns,Paid time off
947964,Gleda Bardill,Marketing,Operations Manager,"€37705,46",Irish,2/6/2024,Full-Time,3.6,Bachelor's,Social Media Campaigns,Flexible work hours
915646,Doti Hyslop,Operations,Marketing Manager,"€27842,48",Stamp 4,1/12/2024,Part-Time,4.6,Associate's,Bike Maintenance,Employee discounts
822547,Desdemona Evreux,Operations,Operations Manager,"€32407,69",Irish,10/13/2023,Temporary,2.6,Bachelor's,Marketing Campaigns,Paid time off
860361,Gris Minillo,Customer Service,Maintenance Supervisor,"€39035,20",Stamp 4,1/13/2024,Part-Time,4.3,Bachelor's,Marketing Campaigns,Health insurance
738311,Sonnie Weson,Marketing,Marketing Manager,"€50640,45",Stamp 1,9/12/2023,Full-Time,4.5,Master's,Customer Support,Paid time off
743958,Julian Woodger,Operations,Bike Technician,"€24241,24",Irish,6/13/2023,Contract,4.7,Associate's,Bike Maintenance,Paid time off
899284,Xenos Duckhouse,Operations,Bike Technician,"€71548,18",Irish,11/27/2023,Contract,2.7,Master's,Marketing Campaigns,Flexible work hours
734262,Darrick McKinty,Customer Service,Marketing Manager,"€65664,09",Irish,5/21/2023,Full-Time,3.1,High School,Marketing Campaigns,Employee stock options
848506,Gilly Paolucci,Customer Service,Operations Manager,"€73887,34",Irish,8/29/2023,Contract,2.7,High School,Implemented regular maintenance schedule,Health insurance
755646,Jacky Denington,Operations,Customer Service Manager,"€27129,83",Stamp 4,6/2/2023,Full-Time,3.6,Associate's,Bike Maintenance,Gym membership
901048,Marylin Slader,Operations,Maintenance Supervisor,"€67652,27",Irish,3/14/2024,Temporary,3.6,High School,Social Media Campaigns,Gym membership
805632,Beltran Ubsdall,Marketing,Social Media Specialist,"€51387,29",Stamp 1,9/1/2023,Contract,2.9,Associate's,Implemented regular maintenance schedule,Health insurance
947791,Mathian McGahern,Marketing,Social Media Specialist,"€68059,42",Stamp 4,6/2/2023,Full-Time,2.8,Master's,Bike Maintenance,Health insurance
957857,Lorilyn Leggatt,Customer Service,Social Media Specialist,"€32137,45",Irish,10/24/2023,Full-Time,3.6,Bachelor's,Implemented regular maintenance schedule,Employee discounts
856049,Joycelin Howton,Operations,Bike Technician,"€74779,58",Stamp 1,1/8/2024,Temporary,4.3,Master's,Implemented regular maintenance schedule,Gym membership
967402,Elvera Paute,Marketing,Marketing Manager,"€50232,16",Stamp 1,11/22/2023,Contract,3.9,High School,Customer Support,Gym membership
701680,Morly Yerrall,Operations,Bike Technician,"€54007,65",Stamp 4,7/26/2023,Full-Time,4.0,Bachelor's,Marketing Campaigns,Employee stock options
770903,Reginauld Beardwood,Marketing,Marketing Manager,"€60272,23",Irish,5/2/2024,Part-Time,2.8,Master's,Social Media Campaigns,Employee stock options
777335,Florinda Skirven,Marketing,Operations Manager,"€61727,83",Stamp 1,8/19/2023,Full-Time,2.3,Associate's,Marketing Campaigns,Employee stock options
895104,Leona Rusk,Operations,Bike Technician,"€41253,06",Irish,9/1/2023,Part-Time,3.4,High School,Social Media Campaigns,Flexible work hours
954358,Cinnamon Hoble,Operations,Maintenance Supervisor,"€62028,20",Irish,1/7/2024,Part-Time,2.7,Master's,Bike Maintenance,Employee discounts
901111,Sadie Shervington,Customer Service,Customer Service Manager,"€74680,90",Irish,7/10/2023,Contract,3.2,Bachelor's,Social Media Campaigns,Employee discounts
716477,Mickie Clendennen,Customer Service,Marketing Manager,"€39140,83",Irish,6/16/2023,Part-Time,2.2,High School,Implemented regular maintenance schedule,Employee stock options
806613,Lorrie Wildber,Operations,Maintenance Supervisor,"€52206,28",Stamp 4,5/12/2023,Part-Time,3.0,High School,Implemented regular maintenance schedule,Gym membership
946673,Lynsey Tryhorn,Marketing,Customer Service Manager,"€27478,94",Stamp 4,4/26/2024,Full-Time,3.5,Associate's,Bike Maintenance,Gym membership
703130,Feliza Lait,Marketing,Maintenance Supervisor,"€32033,49",Stamp 1,12/13/2023,Part-Time,4.5,Bachelor's,Social Media Campaigns,Flexible work hours
784781,Carolina Tickel,Customer Service,Bike Technician,"€24293,71",Stamp 1,12/28/2023,Full-Time,3.8,Master's,Implemented regular maintenance schedule,Employee stock options
746236,Curran Laboune,Operations,Customer Service Manager,"€35832,16",Stamp 1,3/6/2024,Part-Time,2.9,Associate's,Implemented regular maintenance schedule,Paid time off
978880,Broderic Halahan,Marketing,Customer Support Agent,"€33430,82",Stamp 1,7/10/2023,Temporary,3.5,Associate's,Implemented regular maintenance schedule,Employee stock options
866896,Zacherie Duxbury,Customer Service,Operations Manager,"€33995,91",Stamp 1,5/1/2024,Full-Time,3.6,Associate's,Customer Support,Flexible work hours
860089,Rachael Piecha,Customer Service,Customer Support Agent,"€47240,86",Stamp 1,7/14/2023,Full-Time,2.4,Associate's,Bike Maintenance,Employee stock options
805818,Ailene Reddoch,Operations,Social Media Specialist,"€63883,59",Stamp 1,8/26/2023,Contract,3.9,Associate's,Customer Support,Gym membership
770000,Silvain Gribbins,Operations,Operations Manager,"€47800,90",Stamp 4,9/4/2023,Temporary,2.3,Bachelor's,Customer Support,Gym membership
956977,Bessie Hellin,Customer Service,Customer Service Manager,"€62806,89",Stamp 4,3/1/2024,Contract,2.4,Bachelor's,Implemented regular maintenance schedule,Health insurance
706539,Nealon Lepper,Operations,Bike Technician,"€24799,51",Irish,5/23/2023,Temporary,3.8,Bachelor's,Social Media Campaigns,Health insurance
833201,Shae Rounsefull,Customer Service,Operations Manager,"€70588,56",Stamp 4,1/15/2024,Contract,3.5,Associate's,Social Media Campaigns,Health insurance
750093,Willy Roggeman,Customer Service,Operations Manager,"€42744,20",Irish,1/24/2024,Part-Time,2.6,Master's,Customer Support,Employee discounts
922445,Esme Packer,Marketing,Customer Service Manager,"€67818,23",Stamp 4,5/23/2023,Part-Time,2.7,Master's,Bike Maintenance,Flexible work hours
933884,Kerstin Whettleton,Customer Service,Customer Service Manager,"€52232,11",Stamp 1,2/6/2024,Contract,3.5,Master's,Social media takeover,Flexible work hours
931095,Forest Vynehall,Operations,Bike Technician,"€38284,92",Stamp 1,11/9/2023,Part-Time,3.1,Associate's,Bike Maintenance,Flexible work hours
804718,Nerissa Fullerton,Operations,Operations Manager,"€63049,24",Stamp 4,5/30/2023,Temporary,4.2,Master's,Marketing Campaigns,Paid time off
974317,Wilhelmine Quantrell,Marketing,Social Media Specialist,"€72041,24",Stamp 1,1/15/2024,Part-Time,2.2,High School,Bike Maintenance,Employee discounts
940152,Mab McTrusty,Operations,Bike Technician,"€58529,75",Stamp 4,1/24/2024,Contract,3.0,High School,Social Media Campaigns,Gym membership
975544,Polly Downton,Customer Service,Maintenance Supervisor,"€61549,00",Stamp 4,6/10/2023,Temporary,4.5,Master's,Customer Support,Health insurance
887273,Orsola Parcell,Operations,Marketing Manager,"€65751,28",Irish,3/18/2024,Full-Time,3.8,Master's,Marketing Campaigns,Flexible work hours
828052,Anna-diana Knellen,Marketing,Social Media Specialist,"€37349,84",Stamp 4,7/23/2023,Full-Time,3.0,Master's,Social media takeover,Health insurance
928998,Josie Matyja,Operations,Marketing Manager,"€51270,23",Irish,2/28/2024,Contract,3.5,Bachelor's,Social Media Campaigns,Employee stock options
895188,Nydia Balint,Customer Service,Customer Service Manager,"€70098,62",Stamp 4,3/17/2024,Part-Time,4.5,Master's,Implemented regular maintenance schedule,Employee discounts
980343,Grover Ormes,Marketing,Bike Technician,"€63784,32",Irish,8/29/2023,Contract,2.5,Bachelor's,Social media takeover,Flexible work hours
786909,Trent Wheeliker,Operations,Maintenance Supervisor,"€69642,05",Stamp 4,7/13/2023,Full-Time,4.1,Master's,Marketing Campaigns,Employee stock options
956606,Sherye Nansom,Customer Service,Operations Manager,"€47804,58",Irish,7/21/2023,Contract,4.5,Associate's,Marketing Campaigns,Employee stock options
949869,Kori Iacovini,Operations,Operations Manager,"€55403,52",Stamp 1,4/24/2024,Part-Time,3.0,High School,Social Media Campaigns,Paid time off
905688,Charita Deverose,Customer Service,Marketing Manager,"€29699,47",Irish,2/22/2024,Full-Time,2.5,High School,Social Media Campaigns,Employee discounts
735933,Dusty Pichan,Operations,Operations Manager,"€27813,61",Stamp 1,12/11/2023,Contract,4.6,Master's,Social Media Campaigns,Health insurance
706679,Andi Moggach,Marketing,Marketing Manager,"€25767,14",Stamp 1,5/29/2023,Full-Time,4.8,High School,Social media takeover,Paid time off
860011,Franklyn Stormouth,Operations,Bike Technician,"€48472,13",Stamp 4,6/3/2023,Full-Time,2.5,Associate's,Implemented regular maintenance schedule,Employee stock options
724167,Cortie Mc Carrick,Marketing,Social Media Specialist,"€44978,62",Stamp 1,9/12/2023,Temporary,4.6,Master's,Social media takeover,Flexible work hours
880665,Glynis Tuplin,Operations,Social Media Specialist,"€71945,09",Stamp 1,3/30/2024,Part-Time,2.6,High School,Customer Support,Employee discounts
930250,Bearnard Mew,Operations,Marketing Manager,"€34644,59",Stamp 4,6/22/2023,Part-Time,4.1,High School,Bike Maintenance,Health insurance
933768,Petr Cottrill,Customer Service,Social Media Specialist,"€67041,45",Stamp 1,7/1/2023,Temporary,4.2,Master's,Marketing Campaigns,Gym membership
758398,Renaldo Petrollo,Operations,Marketing Manager,"€29058,66",Stamp 4,7/18/2023,Contract,3.4,Associate's,Bike Maintenance,Flexible work hours
802311,Emera Irdale,Customer Service,Customer Support Agent,"€54585,96",Irish,10/8/2023,Part-Time,2.0,Associate's,Marketing Campaigns,Employee discounts
900667,Baxie Hanster,Operations,Customer Support Agent,"€34259,77",Stamp 1,7/25/2023,Contract,2.4,High School,Implemented regular maintenance schedule,Flexible work hours
872750,Annnora Reely,Marketing,Customer Service Manager,"€57144,04",Irish,10/31/2023,Contract,2.8,Associate's,Social Media Campaigns,Health insurance
881674,Vivianne Binnes,Customer Service,Marketing Manager,"€68426,43",Irish,5/22/2023,Full-Time,4.3,Associate's,Customer Support,Employee stock options
903475,Leontine Mendez,Customer Service,Customer Service Manager,"€39606,00",Stamp 1,9/23/2023,Part-Time,3.4,Associate's,Implemented regular maintenance schedule,Flexible work hours
965122,Haley Rosenkrantz,Operations,Customer Service Manager,"€63656,92",Irish,12/24/2023,Full-Time,3.2,Bachelor's,Social Media Campaigns,Employee stock options
776691,Kerwin Barrat,Customer Service,Social Media Specialist,"€43598,11",Irish,11/3/2023,Contract,2.7,Bachelor's,Implemented regular maintenance schedule,Employee stock options
900625,Jerrilee Dufer,Marketing,Operations Manager,"€24115,63",Stamp 4,7/4/2023,Part-Time,2.3,Master's,Social media takeover,Paid time off
708931,Hercule Campanelle,Customer Service,Bike Technician,"€65387,92",Stamp 4,10/15/2023,Full-Time,4.7,Associate's,Social Media Campaigns,Flexible work hours
745189,Layla Dautry,Customer Service,Customer Service Manager,"€50659,98",Stamp 4,5/13/2023,Contract,3.9,High School,Customer Support,Employee stock options
968451,Sandra Stonman,Marketing,Customer Support Agent,"€46586,14",Irish,11/26/2023,Full-Time,4.6,Bachelor's,Social Media Campaigns,Employee stock options
751121,Sonny Perfitt,Customer Service,Customer Service Manager,"€69481,65",Stamp 4,10/8/2023,Full-Time,2.9,Bachelor's,Implemented regular maintenance schedule,Paid time off
943754,Jill Gotter,Operations,Customer Support Agent,"€74352,16",Stamp 4,12/25/2023,Part-Time,4.2,Associate's,Marketing Campaigns,Employee stock options
961980,Addie Netherwood,Marketing,Operations Manager,"€27839,43",Stamp 1,3/19/2024,Temporary,4.5,High School,Social Media Campaigns,Flexible work hours
775720,Guillema Lanfer,Marketing,Maintenance Supervisor,"€69210,86",Stamp 4,2/3/2024,Full-Time,4.5,Associate's,Social Media Campaigns,Paid time off
955177,Carlie Methley,Marketing,Bike Technician,"€60234,51",Stamp 1,8/3/2023,Part-Time,4.6,Associate's,Marketing Campaigns,Employee stock options
920428,Rosalinde Broadberry,Operations,Operations Manager,"€71181,71",Stamp 4,10/6/2023,Part-Time,2.1,Master's,Bike Maintenance,Health insurance
904347,Nealon Spread,Operations,Social Media Specialist,"€36796,25",Irish,9/13/2023,Temporary,3.6,High School,Social Media Campaigns,Paid time off
896141,Quint Gilfoyle,Marketing,Maintenance Supervisor,"€64094,80",Stamp 4,9/9/2023,Contract,3.4,Master's,Social Media Campaigns,Employee stock options
908473,Hamel Stroud,Marketing,Marketing Manager,"€26765,17",Stamp 4,4/17/2024,Temporary,4.4,Bachelor's,Implemented regular maintenance schedule,Flexible work hours
913314,Nananne Robichon,Marketing,Customer Service Manager,"€47105,75",Irish,4/28/2024,Contract,3.0,Master's,Bike Maintenance,Flexible work hours
877227,Minta Wilby,Marketing,Customer Support Agent,"€68334,55",Irish,1/5/2024,Contract,2.4,High School,Bike Maintenance,Gym membership
961894,Martie Derwin,Marketing,Maintenance Supervisor,"€32431,53",Stamp 1,3/4/2024,Full-Time,3.5,Bachelor's,Customer Support,Employee stock options
796329,Lorrie Kissell,Marketing,Marketing Manager,"€55139,27",Stamp 1,7/24/2023,Temporary,3.8,Associate's,Implemented regular maintenance schedule,Employee stock options
753095,Flss Cuckson,Marketing,Operations Manager,"€39277,48",Irish,4/11/2024,Contract,3.0,Master's,Implemented regular maintenance schedule,Flexible work hours
911480,Janeva Motte,Marketing,Customer Support Agent,"€50397,24",Irish,8/4/2023,Part-Time,2.7,Bachelor's,Social Media Campaigns,Gym membership
855137,Cosmo Balden,Customer Service,Social Media Specialist,"€54670,69",Stamp 1,10/19/2023,Contract,3.6,High School,Customer Support,Health insurance
711422,Pippo Metrick,Customer Service,Bike Technician,"€31828,63",Irish,7/4/2023,Temporary,3.9,Bachelor's,Social Media Campaigns,Paid time off
883345,Beverie Beacroft,Marketing,Customer Service Manager,"€45190,72",Stamp 4,1/13/2024,Temporary,2.5,High School,Bike Maintenance,Health insurance
905916,Teddie Marwood,Operations,Customer Service Manager,"€42487,99",Irish,5/1/2024,Part-Time,4.2,High School,Social media takeover,Health insurance
941812,Karita Disdel,Customer Service,Operations Manager,"€48727,58",Stamp 1,3/19/2024,Contract,3.9,Bachelor's,Marketing Campaigns,Employee discounts
852591,Teirtza Nuzzetti,Operations,Marketing Manager,"€26187,29",Stamp 4,1/7/2024,Full-Time,2.5,Associate's,Implemented regular maintenance schedule,Employee stock options
755142,Sigrid Gullane,Operations,Customer Support Agent,"€41030,00",Irish,8/13/2023,Part-Time,2.7,High School,Social Media Campaigns,Gym membership
914499,Iago Sudddard,Customer Service,Bike Technician,"€70372,82",Stamp 1,3/6/2024,Contract,4.6,Bachelor's,Implemented regular maintenance schedule,Employee discounts
972736,Jenni Jahnisch,Marketing,Social Media Specialist,"€74409,89",Stamp 1,8/11/2023,Part-Time,2.2,Associate's,Social media takeover,Paid time off
972997,Claudetta Clunie,Marketing,Social Media Specialist,"€63151,63",Irish,6/16/2023,Part-Time,2.3,High School,Marketing Campaigns,Employee discounts
876451,Rogerio Mosen,Marketing,Customer Service Manager,"€67125,65",Stamp 1,9/28/2023,Full-Time,3.2,High School,Marketing Campaigns,Health insurance
981048,Rania Grimbaldeston,Operations,Marketing Manager,"€51196,80",Irish,7/27/2023,Full-Time,4.7,High School,Bike Maintenance,Health insurance
972103,Niall Velez,Marketing,Maintenance Supervisor,"€25131,42",Irish,7/16/2023,Temporary,2.2,Master's,Marketing Campaigns,Gym membership
707381,Nessie Fullylove,Marketing,Maintenance Supervisor,"€25602,57",Stamp 4,12/12/2023,Part-Time,4.6,High School,Social Media Campaigns,Health insurance
918652,Edwina Vasser,Operations,Maintenance Supervisor,"€46743,20",Irish,2/14/2024,Contract,2.9,Bachelor's,Implemented regular maintenance schedule,Paid time off
939695,Waldo Czadla,Operations,Operations Manager,"€49380,43",Stamp 1,6/28/2023,Temporary,3.8,High School,Bike Maintenance,Employee discounts
850349,Mommy Gleadhall,Marketing,Social Media Specialist,"€47269,12",Stamp 4,10/31/2023,Contract,2.7,High School,Implemented regular maintenance schedule,Paid time off
744173,Cheryl Dubique,Customer Service,Marketing Manager,"€63100,73",Stamp 1,12/14/2023,Full-Time,4.4,Bachelor's,Social media takeover,Employee discounts
873616,Mattie Tompkin,Operations,Operations Manager,"€54064,58",Stamp 4,3/2/2024,Full-Time,2.1,High School,Bike Maintenance,Flexible work hours
865190,Julieta Lindenbaum,Customer Service,Bike Technician,"€57669,18",Stamp 4,2/7/2024,Temporary,3.5,Master's,Implemented regular maintenance schedule,Employee stock options
898780,Amber Joselovitch,Marketing,Customer Support Agent,"€36399,25",Stamp 1,12/2/2023,Temporary,4.0,Master's,Customer Support,Employee discounts
901003,Janey Wiseman,Customer Service,Customer Service Manager,"€59769,80",Stamp 1,4/29/2024,Contract,2.0,Associate's,Implemented regular maintenance schedule,Employee stock options
912187,Dorie Venner,Marketing,Marketing Manager,"€53955,05",Stamp 4,9/12/2023,Temporary,4.4,High School,Bike Maintenance,Flexible work hours
979226,Darin Koenen,Marketing,Marketing Manager,"€74960,80",Stamp 1,8/3/2023,Full-Time,3.0,High School,Implemented regular maintenance schedule,Employee stock options
802444,Laurene Probey,Customer Service,Maintenance Supervisor,"€63529,69",Irish,10/9/2023,Contract,4.5,Bachelor's,Bike Maintenance,Health insurance
874516,Klara Taber,Operations,Customer Service Manager,"€36980,80",Stamp 4,10/11/2023,Temporary,3.5,Bachelor's,Implemented regular maintenance schedule,Health insurance
847585,Thaxter Fritzer,Marketing,Maintenance Supervisor,"€65065,50",Stamp 4,2/16/2024,Part-Time,3.5,Associate's,Social media takeover,Health insurance
703872,Crystal Curcher,Operations,Bike Technician,"€57272,92",Stamp 4,3/1/2024,Temporary,3.3,High School,Bike Maintenance,Employee discounts
867715,Valene Impey,Operations,Maintenance Supervisor,"€49855,31",Stamp 4,5/6/2024,Full-Time,4.6,Master's,Bike Maintenance,Health insurance
769241,Sidonia Cawte,Marketing,Customer Service Manager,"€42541,36",Irish,8/3/2023,Part-Time,3.0,Bachelor's,Marketing Campaigns,Health insurance
940681,Lavina Conrard,Customer Service,Maintenance Supervisor,"€39522,19",Irish,6/27/2023,Contract,4.1,Associate's,Bike Maintenance,Employee discounts
946370,Reeva Canacott,Operations,Marketing Manager,"€48718,35",Stamp 1,1/18/2024,Temporary,4.2,Master's,Marketing Campaigns,Health insurance
800730,Tulley Cockings,Operations,Customer Support Agent,"€69753,92",Irish,10/16/2023,Contract,2.5,High School,Implemented regular maintenance schedule,Health insurance
849062,Lamond Bridywater,Customer Service,Customer Support Agent,"€28379,87",Stamp 1,4/11/2024,Full-Time,3.4,Master's,Marketing Campaigns,Flexible work hours
757084,Yvette Rehorek,Customer Service,Maintenance Supervisor,"€68426,53",Stamp 4,1/12/2024,Temporary,2.1,Associate's,Bike Maintenance,Gym membership
764332,Monica Mannion,Operations,Customer Support Agent,"€36167,31",Irish,6/3/2023,Temporary,3.8,Associate's,Customer Support,Flexible work hours
937471,Gwenni Tapper,Customer Service,Bike Technician,"€47983,98",Stamp 1,7/14/2023,Contract,4.4,Associate's,Customer Support,Flexible work hours
717513,Temple Rosenfarb,Customer Service,Customer Support Agent,"€45038,97",Irish,8/31/2023,Full-Time,4.3,High School,Bike Maintenance,Employee stock options
823713,Boyce Polgreen,Operations,Marketing Manager,"€42436,85",Stamp 4,2/17/2024,Contract,3.8,Associate's,Customer Support,Flexible work hours
899092,Jilly Wharin,Marketing,Social Media Specialist,"€42446,55",Stamp 4,7/21/2023,Temporary,3.8,Bachelor's,Marketing Campaigns,Employee discounts
865497,Rice Maidlow,Customer Service,Bike Technician,"€24572,18",Stamp 1,3/15/2024,Contract,3.3,High School,Customer Support,Flexible work hours
927642,Eal Commings,Customer Service,Social Media Specialist,"€24435,14",Stamp 1,7/17/2023,Temporary,3.9,High School,Implemented regular maintenance schedule,Flexible work hours
860172,Illa Zamora,Operations,Social Media Specialist,"€66562,96",Stamp 4,4/8/2024,Temporary,2.7,Bachelor's,Bike Maintenance,Gym membership
804430,Johnath Sharrier,Customer Service,Marketing Manager,"€42122,86",Stamp 4,6/15/2023,Temporary,3.2,Master's,Social media takeover,Employee discounts
762874,Roby Emanulsson,Operations,Marketing Manager,"€27566,47",Irish,3/11/2024,Full-Time,2.3,Master's,Social media takeover,Health insurance
839115,Lucila Prestner,Marketing,Customer Service Manager,"€47024,63",Stamp 4,1/16/2024,Part-Time,3.1,Master's,Implemented regular maintenance schedule,Flexible work hours
969534,Bank Segge,Customer Service,Marketing Manager,"€71132,04",Stamp 1,5/25/2023,Contract,2.2,High School,Bike Maintenance,Paid time off
735561,Cordi Cadany,Marketing,Marketing Manager,"€43590,10",Irish,1/25/2024,Part-Time,2.3,Bachelor's,Marketing Campaigns,Health insurance
905165,Fernandina Groger,Operations,Marketing Manager,"€44735,19",Irish,12/15/2023,Temporary,2.2,Master's,Bike Maintenance,Paid time off
879738,Josephina Clash,Operations,Customer Support Agent,"€40111,61",Stamp 1,3/24/2024,Contract,4.8,Bachelor's,Marketing Campaigns,Paid time off
911442,Jordain Danell,Operations,Operations Manager,"€64972,54",Stamp 1,11/16/2023,Part-Time,4.7,High School,Social Media Campaigns,Employee discounts
838563,Willi Gallego,Customer Service,Social Media Specialist,"€64262,48",Irish,7/12/2023,Full-Time,4.2,Associate's,Marketing Campaigns,Employee discounts
